gene	KO	pathway	description
Ag_16300	K18107	map00040	Pentose and glucuronate interconversions
Ag_16300	K18107	map01100	Metabolic pathways
Ag_16371	K03857	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_16371	K03857	map01100	Metabolic pathways
Ag_16408	K03857	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_16408	K03857	map01100	Metabolic pathways
Ag_16412	K11644	map04139	Mitophagy - yeast
Ag_16465	K00318	map00330	Arginine and proline metabolism
Ag_16465	K00318	map01100	Metabolic pathways
Ag_16465	K00318	map01110	Biosynthesis of secondary metabolites
Ag_16480	K13667	map00514	Other types of O-glycan biosynthesis
Ag_16507	K00765	map00340	Histidine metabolism
Ag_16507	K00765	map01100	Metabolic pathways
Ag_16507	K00765	map01110	Biosynthesis of secondary metabolites
Ag_16507	K00765	map01230	Biosynthesis of amino acids
Ag_16513	K01183	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16513	K01183	map01100	Metabolic pathways
Ag_16515	K03105	map03060	Protein export
Ag_16542	K00600	map00260	Glycine, serine and threonine metabolism
Ag_16542	K00600	map00460	Cyanoamino acid metabolism
Ag_16542	K00600	map00630	Glyoxylate and dicarboxylate metabolism
Ag_16542	K00600	map00670	One carbon pool by folate
Ag_16542	K00600	map00680	Methane metabolism
Ag_16542	K00600	map01100	Metabolic pathways
Ag_16542	K00600	map01110	Biosynthesis of secondary metabolites
Ag_16542	K00600	map01200	Carbon metabolism
Ag_16542	K00600	map01230	Biosynthesis of amino acids
Ag_16542	K00600	map01240	Biosynthesis of cofactors
Ag_16559	K00108	map00260	Glycine, serine and threonine metabolism
Ag_16559	K00108	map01100	Metabolic pathways
Ag_16574	K00844	map00010	Glycolysis / Gluconeogenesis
Ag_16574	K00844	map00051	Fructose and mannose metabolism
Ag_16574	K00844	map00052	Galactose metabolism
Ag_16574	K00844	map00500	Starch and sucrose metabolism
Ag_16574	K00844	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16574	K00844	map01100	Metabolic pathways
Ag_16574	K00844	map01110	Biosynthesis of secondary metabolites
Ag_16574	K00844	map01200	Carbon metabolism
Ag_16577	K01809	map00051	Fructose and mannose metabolism
Ag_16577	K01809	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16577	K01809	map01100	Metabolic pathways
Ag_16577	K01809	map01110	Biosynthesis of secondary metabolites
Ag_16577	K01809	map01240	Biosynthesis of cofactors
Ag_16580	K01809	map00051	Fructose and mannose metabolism
Ag_16580	K01809	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16580	K01809	map01100	Metabolic pathways
Ag_16580	K01809	map01110	Biosynthesis of secondary metabolites
Ag_16580	K01809	map01240	Biosynthesis of cofactors
Ag_16581	K03238	map03013	RNA transport
Ag_16592	K00958	map00230	Purine metabolism
Ag_16592	K00958	map00261	Monobactam biosynthesis
Ag_16592	K00958	map00450	Selenocompound metabolism
Ag_16592	K00958	map00920	Sulfur metabolism
Ag_16592	K00958	map01100	Metabolic pathways
Ag_16592	K00958	map01110	Biosynthesis of secondary metabolites
Ag_16600	K00505	map00350	Tyrosine metabolism
Ag_16600	K00505	map01100	Metabolic pathways
Ag_16600	K00505	map01110	Biosynthesis of secondary metabolites
Ag_16602	K03362	map04120	Ubiquitin mediated proteolysis
Ag_16605	K01640	map00072	Synthesis and degradation of ketone bodies
Ag_16605	K01640	map00280	Valine, leucine and isoleucine degradation
Ag_16605	K01640	map00650	Butanoate metabolism
Ag_16605	K01640	map01100	Metabolic pathways
Ag_16605	K01640	map01110	Biosynthesis of secondary metabolites
Ag_16605	K01640	map04146	Peroxisome
Ag_16609	K13507	map00561	Glycerolipid metabolism
Ag_16609	K13507	map00564	Glycerophospholipid metabolism
Ag_16609	K13507	map01100	Metabolic pathways
Ag_16609	K13507	map01110	Biosynthesis of secondary metabolites
Ag_16639	K03868	map03420	Nucleotide excision repair
Ag_16639	K03868	map04111	Cell cycle - yeast
Ag_16639	K03868	map04120	Ubiquitin mediated proteolysis
Ag_16639	K03868	map04141	Protein processing in endoplasmic reticulum
Ag_16650	K00077	map00770	Pantothenate and CoA biosynthesis
Ag_16650	K00077	map01100	Metabolic pathways
Ag_16650	K00077	map01110	Biosynthesis of secondary metabolites
Ag_16650	K00077	map01240	Biosynthesis of cofactors
Ag_16658	K01733	map00260	Glycine, serine and threonine metabolism
Ag_16658	K01733	map00750	Vitamin B6 metabolism
Ag_16658	K01733	map01100	Metabolic pathways
Ag_16658	K01733	map01110	Biosynthesis of secondary metabolites
Ag_16658	K01733	map01230	Biosynthesis of amino acids
Ag_16660	K01560	map01100	Metabolic pathways
Ag_16663	K06671	map04111	Cell cycle - yeast
Ag_16663	K06671	map04113	Meiosis - yeast
Ag_16676	K01942	map00780	Biotin metabolism
Ag_16676	K01942	map01100	Metabolic pathways
Ag_16686	K19860	map04011	MAPK signaling pathway - yeast
Ag_16691	K12161	map04122	Sulfur relay system
Ag_16694	K00620	map00220	Arginine biosynthesis
Ag_16694	K00620	map01100	Metabolic pathways
Ag_16694	K00620	map01110	Biosynthesis of secondary metabolites
Ag_16694	K00620	map01210	2-Oxocarboxylic acid metabolism
Ag_16694	K00620	map01230	Biosynthesis of amino acids
Ag_16697	K10865	map03440	Homologous recombination
Ag_16697	K10865	map03450	Non-homologous end-joining
Ag_16702	K00588	map01100	Metabolic pathways
Ag_16702	K00588	map01110	Biosynthesis of secondary metabolites
Ag_16703	K00588	map01100	Metabolic pathways
Ag_16703	K00588	map01110	Biosynthesis of secondary metabolites
Ag_16706	K16842	map00230	Purine metabolism
Ag_16706	K16842	map01100	Metabolic pathways
Ag_16707	K16842	map00230	Purine metabolism
Ag_16707	K16842	map01100	Metabolic pathways
Ag_16729	K12486	map04144	Endocytosis
Ag_16731	K12614	map03018	RNA degradation
Ag_16738	K01426	map00330	Arginine and proline metabolism
Ag_16738	K01426	map00360	Phenylalanine metabolism
Ag_16738	K01426	map00380	Tryptophan metabolism
Ag_16738	K01426	map01100	Metabolic pathways
Ag_16742	K00953	map00740	Riboflavin metabolism
Ag_16742	K00953	map01100	Metabolic pathways
Ag_16742	K00953	map01110	Biosynthesis of secondary metabolites
Ag_16742	K00953	map01240	Biosynthesis of cofactors
Ag_16743	K02377	map00051	Fructose and mannose metabolism
Ag_16743	K02377	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16743	K02377	map01100	Metabolic pathways
Ag_16744	K01711	map00051	Fructose and mannose metabolism
Ag_16744	K01711	map00520	Amino sugar and nucleotide sugar metabolism
Ag_16744	K01711	map01100	Metabolic pathways
Ag_16746	K00859	map00770	Pantothenate and CoA biosynthesis
Ag_16746	K00859	map01100	Metabolic pathways
Ag_16746	K00859	map01240	Biosynthesis of cofactors
Ag_16868	K17065	map04139	Mitophagy - yeast
Ag_16873	K00799	map00480	Glutathione metabolism
Ag_16873	K00799	map01100	Metabolic pathways
Ag_16927	K01607	map01100	Metabolic pathways
Ag_16943	K01607	map01100	Metabolic pathways
Ag_16985	K03469	map03030	DNA replication
Ag_17003	K01489	map00240	Pyrimidine metabolism
Ag_17003	K01489	map01100	Metabolic pathways
Ag_17006	K00605	map00260	Glycine, serine and threonine metabolism
Ag_17006	K00605	map00630	Glyoxylate and dicarboxylate metabolism
Ag_17006	K00605	map00670	One carbon pool by folate
Ag_17006	K00605	map01100	Metabolic pathways
Ag_17006	K00605	map01110	Biosynthesis of secondary metabolites
Ag_17006	K00605	map01200	Carbon metabolism
Ag_17028	K02365	map04111	Cell cycle - yeast
Ag_17028	K02365	map04113	Meiosis - yeast
Ag_17032	K00108	map00260	Glycine, serine and threonine metabolism
Ag_17032	K00108	map01100	Metabolic pathways
Ag_17036	K00889	map00562	Inositol phosphate metabolism
Ag_17036	K00889	map01100	Metabolic pathways
Ag_17036	K00889	map04011	MAPK signaling pathway - yeast
Ag_17036	K00889	map04070	Phosphatidylinositol signaling system
Ag_17036	K00889	map04139	Mitophagy - yeast
Ag_17036	K00889	map04144	Endocytosis
Ag_17037	K06677	map04111	Cell cycle - yeast
Ag_17043	K10573	map04120	Ubiquitin mediated proteolysis
Ag_17045	K12854	map03040	Spliceosome
Ag_17047	K00820	map00250	Alanine, aspartate and glutamate metabolism
Ag_17047	K00820	map00520	Amino sugar and nucleotide sugar metabolism
Ag_17047	K00820	map01100	Metabolic pathways
Ag_17051	K10873	map03440	Homologous recombination
Ag_17053	K06680	map04111	Cell cycle - yeast
Ag_17058	K06636	map04111	Cell cycle - yeast
Ag_17058	K06636	map04113	Meiosis - yeast
Ag_17059	K03963	map00190	Oxidative phosphorylation
Ag_17059	K03963	map01100	Metabolic pathways
Ag_17070	K02307	map04111	Cell cycle - yeast
Ag_17074	K06678	map04111	Cell cycle - yeast
Ag_17083	K06660	map04111	Cell cycle - yeast
Ag_17083	K06660	map04113	Meiosis - yeast
Ag_17104	K00657	map00330	Arginine and proline metabolism
Ag_17104	K00657	map01100	Metabolic pathways
Ag_17114	K03033	map03050	Proteasome
Ag_17122	K05283	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_17122	K05283	map01100	Metabolic pathways
Ag_17129	K12881	map03013	RNA transport
Ag_17129	K12881	map03015	mRNA surveillance pathway
Ag_17129	K12881	map03040	Spliceosome
Ag_17131	K20896	map00730	Thiamine metabolism
Ag_17131	K20896	map01100	Metabolic pathways
Ag_17139	K07824	map01100	Metabolic pathways
Ag_17152	K01808	map00030	Pentose phosphate pathway
Ag_17152	K01808	map00051	Fructose and mannose metabolism
Ag_17152	K01808	map01100	Metabolic pathways
Ag_17152	K01808	map01110	Biosynthesis of secondary metabolites
Ag_17152	K01808	map01200	Carbon metabolism
Ag_17152	K01808	map01230	Biosynthesis of amino acids
Ag_17153	K01092	map00562	Inositol phosphate metabolism
Ag_17153	K01092	map01100	Metabolic pathways
Ag_17153	K01092	map01110	Biosynthesis of secondary metabolites
Ag_17153	K01092	map04070	Phosphatidylinositol signaling system
Ag_17159	K05291	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_17159	K05291	map01100	Metabolic pathways
Ag_17165	K04799	map03030	DNA replication
Ag_17165	K04799	map03410	Base excision repair
Ag_17165	K04799	map03450	Non-homologous end-joining
Ag_17182	K00059	map00061	Fatty acid biosynthesis
Ag_17182	K00059	map00780	Biotin metabolism
Ag_17182	K00059	map01100	Metabolic pathways
Ag_17182	K00059	map01110	Biosynthesis of secondary metabolites
Ag_17182	K00059	map01212	Fatty acid metabolism
Ag_17182	K00059	map01240	Biosynthesis of cofactors
Ag_17183	K01922	map00770	Pantothenate and CoA biosynthesis
Ag_17183	K01922	map01100	Metabolic pathways
Ag_17183	K01922	map01240	Biosynthesis of cofactors
Ag_17188	K06678	map04111	Cell cycle - yeast
Ag_17206	K01206	map00511	Other glycan degradation
Ag_17217	K03136	map03022	Basal transcription factors
Ag_17229	K03857	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_17229	K03857	map01100	Metabolic pathways
Ag_17290	K13280	map03060	Protein export
Ag_17310	K03857	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_17310	K03857	map01100	Metabolic pathways
Ag_17426	K00799	map00480	Glutathione metabolism
Ag_17426	K00799	map01100	Metabolic pathways
Ag_17437	K01858	map00562	Inositol phosphate metabolism
Ag_17437	K01858	map01100	Metabolic pathways
Ag_17437	K01858	map01110	Biosynthesis of secondary metabolites
Ag_17451	K12275	map03060	Protein export
Ag_17451	K12275	map04141	Protein processing in endoplasmic reticulum
Ag_17462	K20180	map04138	Autophagy - yeast
Ag_17464	K00067	map01100	Metabolic pathways
Ag_17464	K00067	map01110	Biosynthesis of secondary metabolites
Ag_17467	K12627	map03018	RNA degradation
Ag_17467	K12627	map03040	Spliceosome
Ag_17470	K03007	map03020	RNA polymerase
Ag_17476	K18097	map00561	Glycerolipid metabolism
Ag_17476	K18097	map01100	Metabolic pathways
Ag_17482	K08330	map04136	Autophagy - other
Ag_17482	K08330	map04138	Autophagy - yeast
Ag_17482	K08330	map04139	Mitophagy - yeast
Ag_17484	K06269	map03015	mRNA surveillance pathway
Ag_17484	K06269	map04113	Meiosis - yeast
Ag_17494	K07404	map00030	Pentose phosphate pathway
Ag_17494	K07404	map01100	Metabolic pathways
Ag_17494	K07404	map01110	Biosynthesis of secondary metabolites
Ag_17494	K07404	map01200	Carbon metabolism
Ag_17499	K00108	map00260	Glycine, serine and threonine metabolism
Ag_17499	K00108	map01100	Metabolic pathways
Ag_17501	K00418	map00190	Oxidative phosphorylation
Ag_17501	K00418	map01100	Metabolic pathways
Ag_17505	K14558	map03008	Ribosome biogenesis in eukaryotes
Ag_17523	K03008	map03020	RNA polymerase
Ag_17524	K02900	map03010	Ribosome
Ag_17546	K14297	map03013	RNA transport
Ag_17598	K19787	map00340	Histidine metabolism
Ag_17598	K19787	map01100	Metabolic pathways
Ag_17609	K00232	map00071	Fatty acid degradation
Ag_17609	K00232	map00410	beta-Alanine metabolism
Ag_17609	K00232	map00592	alpha-Linolenic acid metabolism
Ag_17609	K00232	map00640	Propanoate metabolism
Ag_17609	K00232	map01040	Biosynthesis of unsaturated fatty acids
Ag_17609	K00232	map01100	Metabolic pathways
Ag_17609	K00232	map01110	Biosynthesis of secondary metabolites
Ag_17609	K00232	map01200	Carbon metabolism
Ag_17609	K00232	map01212	Fatty acid metabolism
Ag_17609	K00232	map04146	Peroxisome
Ag_17632	K01336	map04138	Autophagy - yeast
Ag_17633	K10082	map04141	Protein processing in endoplasmic reticulum
Ag_17655	K00588	map01100	Metabolic pathways
Ag_17655	K00588	map01110	Biosynthesis of secondary metabolites
Ag_17656	K00588	map01100	Metabolic pathways
Ag_17656	K00588	map01110	Biosynthesis of secondary metabolites
Ag_17657	K00588	map01100	Metabolic pathways
Ag_17657	K00588	map01110	Biosynthesis of secondary metabolites
Ag_17791	K03243	map03013	RNA transport
Ag_17792	K03243	map03013	RNA transport
Ag_17817	K03843	map00510	N-Glycan biosynthesis
Ag_17817	K03843	map00513	Various types of N-glycan biosynthesis
Ag_17817	K03843	map01100	Metabolic pathways
Ag_17818	K10754	map03030	DNA replication
Ag_17818	K10754	map03420	Nucleotide excision repair
Ag_17818	K10754	map03430	Mismatch repair
Ag_17823	K12882	map03013	RNA transport
Ag_17823	K12882	map03015	mRNA surveillance pathway
Ag_17823	K12882	map03040	Spliceosome
Ag_17878	K13996	map04141	Protein processing in endoplasmic reticulum
Ag_17884	K06656	map04111	Cell cycle - yeast
Ag_17920	K14568	map03008	Ribosome biogenesis in eukaryotes
Ag_17921	K03872	map04120	Ubiquitin mediated proteolysis
Ag_17944	K08726	map00590	Arachidonic acid metabolism
Ag_17944	K08726	map01100	Metabolic pathways
Ag_17944	K08726	map04146	Peroxisome
Ag_17977	K00526	map00230	Purine metabolism
Ag_17977	K00526	map00240	Pyrimidine metabolism
Ag_17977	K00526	map01100	Metabolic pathways
Ag_18056	K00108	map00260	Glycine, serine and threonine metabolism
Ag_18056	K00108	map01100	Metabolic pathways
Ag_18067	K00819	map00330	Arginine and proline metabolism
Ag_18067	K00819	map01100	Metabolic pathways
Ag_18067	K00819	map01110	Biosynthesis of secondary metabolites
Ag_18072	K01183	map00520	Amino sugar and nucleotide sugar metabolism
Ag_18072	K01183	map01100	Metabolic pathways
Ag_18073	K01183	map00520	Amino sugar and nucleotide sugar metabolism
Ag_18073	K01183	map01100	Metabolic pathways
Ag_18075	K00415	map00190	Oxidative phosphorylation
Ag_18075	K00415	map01100	Metabolic pathways
Ag_18101	K10745	map03030	DNA replication
Ag_18113	K01067	map00620	Pyruvate metabolism
Ag_18113	K01067	map01100	Metabolic pathways
Ag_18137	K16369	map00564	Glycerophospholipid metabolism
Ag_18137	K16369	map01100	Metabolic pathways
Ag_18137	K16369	map01110	Biosynthesis of secondary metabolites
Ag_18184	K00006	map00564	Glycerophospholipid metabolism
Ag_18184	K00006	map01110	Biosynthesis of secondary metabolites
Ag_18184	K00006	map04011	MAPK signaling pathway - yeast
Ag_18185	K06116	map00561	Glycerolipid metabolism
Ag_18185	K06116	map01100	Metabolic pathways
Ag_18200	K19860	map04011	MAPK signaling pathway - yeast
Ag_18208	K06035	map00791	Atrazine degradation
Ag_18296	K01233	map00520	Amino sugar and nucleotide sugar metabolism
Ag_18296	K01233	map01100	Metabolic pathways
Ag_18301	K01758	map00260	Glycine, serine and threonine metabolism
Ag_18301	K01758	map00270	Cysteine and methionine metabolism
Ag_18301	K01758	map00450	Selenocompound metabolism
Ag_18301	K01758	map01100	Metabolic pathways
Ag_18301	K01758	map01110	Biosynthesis of secondary metabolites
Ag_18301	K01758	map01230	Biosynthesis of amino acids
Ag_18318	K12855	map03040	Spliceosome
Ag_18401	K13953	map00010	Glycolysis / Gluconeogenesis
Ag_18401	K13953	map00071	Fatty acid degradation
Ag_18401	K13953	map00350	Tyrosine metabolism
Ag_18401	K13953	map00620	Pyruvate metabolism
Ag_18401	K13953	map01100	Metabolic pathways
Ag_18401	K13953	map01110	Biosynthesis of secondary metabolites
Ag_18413	K00641	map00270	Cysteine and methionine metabolism
Ag_18413	K00641	map00920	Sulfur metabolism
Ag_18413	K00641	map01100	Metabolic pathways
Ag_18413	K00641	map01110	Biosynthesis of secondary metabolites
Ag_18413	K00641	map01230	Biosynthesis of amino acids
Ag_18420	K07232	map00480	Glutathione metabolism
Ag_18420	K07232	map01100	Metabolic pathways
Ag_18427	K01176	map00500	Starch and sucrose metabolism
Ag_18427	K01176	map01100	Metabolic pathways
Ag_18427	K01176	map01110	Biosynthesis of secondary metabolites
Ag_18434	K16196	map04138	Autophagy - yeast
Ag_18434	K16196	map04141	Protein processing in endoplasmic reticulum
Ag_18438	K02216	map04111	Cell cycle - yeast
Ag_18438	K02216	map04113	Meiosis - yeast
Ag_18447	K03358	map04111	Cell cycle - yeast
Ag_18447	K03358	map04113	Meiosis - yeast
Ag_18447	K03358	map04120	Ubiquitin mediated proteolysis
Ag_18486	K15296	map04138	Autophagy - yeast
Ag_18559	K04565	map04146	Peroxisome
Ag_18563	K00469	map00053	Ascorbate and aldarate metabolism
Ag_18563	K00469	map00562	Inositol phosphate metabolism
Ag_18563	K00469	map01100	Metabolic pathways
Ag_18609	K04565	map04146	Peroxisome
Ag_18633	K04565	map04146	Peroxisome
Ag_18643	K08966	map00270	Cysteine and methionine metabolism
Ag_18643	K08966	map01100	Metabolic pathways
Ag_18653	K03469	map03030	DNA replication
Ag_18871	K12946	map03060	Protein export
Ag_18872	K14338	map00071	Fatty acid degradation
Ag_18872	K14338	map00380	Tryptophan metabolism
Ag_18886	K00693	map00500	Starch and sucrose metabolism
Ag_18886	K00693	map01100	Metabolic pathways
Ag_18886	K00693	map01110	Biosynthesis of secondary metabolites
Ag_18889	K02729	map03050	Proteasome
Ag_18891	K13344	map04146	Peroxisome
Ag_18892	K03942	map00190	Oxidative phosphorylation
Ag_18892	K03942	map01100	Metabolic pathways
Ag_18936	K12877	map03013	RNA transport
Ag_18936	K12877	map03015	mRNA surveillance pathway
Ag_18936	K12877	map03040	Spliceosome
Ag_18976	K14301	map03013	RNA transport
Ag_18979	K14284	map03008	Ribosome biogenesis in eukaryotes
Ag_18979	K14284	map03013	RNA transport
Ag_18979	K14284	map03015	mRNA surveillance pathway
Ag_18981	K20183	map04138	Autophagy - yeast
Ag_18992	K01725	map00910	Nitrogen metabolism
Ag_18992	K01725	map01100	Metabolic pathways
Ag_19000	K01569	map00630	Glyoxylate and dicarboxylate metabolism
Ag_19000	K01569	map01100	Metabolic pathways
Ag_19007	K01427	map00220	Arginine biosynthesis
Ag_19007	K01427	map00230	Purine metabolism
Ag_19007	K01427	map00791	Atrazine degradation
Ag_19007	K01427	map01100	Metabolic pathways
Ag_19046	K00451	map00350	Tyrosine metabolism
Ag_19046	K00451	map01100	Metabolic pathways
Ag_19048	K00451	map00350	Tyrosine metabolism
Ag_19048	K00451	map01100	Metabolic pathways
Ag_19049	K00451	map00350	Tyrosine metabolism
Ag_19049	K00451	map01100	Metabolic pathways
Ag_19051	K00451	map00350	Tyrosine metabolism
